Authors,Author full names,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords
"I., Bortone, Ilaria; D., Leonardis, Daniele; M., Solazzi, Massimiliano; C., Procopio, Caterina; A., Crecchi, Alessandra; L., Briscese, Lucia; P., Andre, P.; L., Bonfiglio, L.; A., Frisoli, Antonio","Bortone, Ilaria (56347065600); Leonardis, Daniele (54389543000); Solazzi, Massimiliano (19640255000); Procopio, Caterina (24484143100); Crecchi, Alessandra (55660816800); Briscese, Lucia (54787388000); Andre, P. (7202964285); Bonfiglio, L. (17833770100); Frisoli, Antonio (6603070041)",56347065600; 54389543000; 19640255000; 24484143100; 55660816800; 54787388000; 7202964285; 17833770100; 6603070041,Serious game and wearable haptic devices for neuro motor rehabilitation of children with cerebral palsy,2017,Biosystems and Biorobotics,10.1007/978-3-319-46669-9_74,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028311589&doi=10.1007%2F978-3-319-46669-9_74&partnerID=40&md5=f09a1bf795078a0a250d0e37e8ca05cb,"Cerebral palsy (CP) is a group of disorders that affect the development of movement and posture, resulting in limited activities. To optimize pediatric neurorehabilitation and to complement conventional occupational therapies, serious game based therapies for upper limb (UL) rehabilitation have been developed or adapted for the pediatric field during recent years. In this work, we present the design and development of UL rehabilitation scenario for CP patients, based on Serious Games (SG) and enhanced by immersive virtual reality (VR) with haptic feedback to increase engagement and provide rich, congruent multi-sensory feedback during virtual interaction. © 2017 Elsevier B.V., All rights reserved.",,
"F.J., Perales, Francisco José; E.A., Alcover, Esperança Amengual","Perales, Francisco José (35845246500); Alcover, Esperança Amengual (22633359700)",35845246500; 22633359700,Combining eeg and serious games for attention assessment of children with cerebral palsy,2017,Biosystems and Biorobotics,10.1007/978-3-319-46669-9_66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021098908&doi=10.1007%2F978-3-319-46669-9_66&partnerID=40&md5=437bf04213f676003db759d5e62b6f0c,"Electroencephalography (EEG) is an electrophysiological monitoring method to record the electrical activity of the brain in a not invasive manner, with low cost hardware, using wireless communication and with high temporal resolution. Serious Games (SG) have demonstrated their effectiveness as a therapeutic resource to deal with motor, sensory and cognitive disabilities. We have considered the combination of both techniques for attention assessment in children with cerebral palsy (CP). In this short paper we present a new approach for the development of a SG based on a Brain Computer Interface (BCI). © 2017 Elsevier B.V., All rights reserved.",,
"Y., Okada, Yoshihiro; T., Ogata, Takayuki; H., Matsuguma, Hiroyuki","Okada, Yoshihiro (7404465193); Ogata, Takayuki (57198347907); Matsuguma, Hiroyuki (55213100900)",7404465193; 57198347907; 55213100900,Component-based approach for prototyping of Tai Chi-based physical therapy game and its performance evaluations,2017,Computers in Entertainment,10.1145/2735383,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012115756&doi=10.1145%2F2735383&partnerID=40&md5=cb5f9614e41b231e7d82778f90fdeab2,"This article treats a component-based approach for the prototyping of Tai Chi-based physical therapy games. The research group of the authors has already proposed a component-based three-dimensional (3D) software development system called IntelligentBox. One of the application fields of IntelligentBox is the development of 3D games. In this article, the authors validate the availability of IntelligentBox for the prototype development of Tai Chi-based physical therapy games that require several functionalities, for example, body action input, sound play, movie play, and so on. For them, IntelligentBox has already supported a video-based motion input, a motion capture system input, a data-glove input, and so on. Also, physical therapy games need fine-tuning, according to each of the rehabilitants, because their physical disability levels differ. Therefore, therapists have to frequently change many parameters such as a body action speed, difficulty levels of body actions, and so on. For this point, the component-based approach is significant. To validate this, the authors have been developing physical therapy games using IntelligentBox and they have just developed a practical Tai Chi-based dance game as one of the physical therapy games. In this article, the authors explain how easily such a game can be developed using IntelligentBox. The authors also explain new functionalities of several components of IntelligentBox extended for this development. In addition, this article shows the results of the performance evaluations to indicate that the developed game practically can be used as a physical therapy game. The authors also propose another framework enables network collaboration of the developed ""Tai Chi"" game. © 2017 Elsevier B.V., All rights reserved.",3d Graphics; Component Ware; Games; Intelligentbox; Toolkit; Physical Therapy; Software Design; Visual Communication; 3d Graphics; Component Ware; Games; Intelligentbox; Toolkit; Three Dimensional Computer Graphics,Physical therapy; Software design; Visual communication; 3D graphics; Component ware; Games; IntelligentBox; Toolkit; Three dimensional computer graphics
"T.F.M.C., Martins, Tiago F.M.C.; V.H.C., Carvalho, Vítor Hugo Costa; F.O., Soares, F. Oliveira","Martins, Tiago F.M.C. (24802368600); Carvalho, Vítor Hugo Costa (7005633216); Soares, F. Oliveira (7006778773)",24802368600; 7005633216; 7006778773,Tracking of physiotherapy exercises using image processing techniques,2017,Lecture Notes in Electrical Engineering,10.1007/978-3-319-43671-5_37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988517469&doi=10.1007%2F978-3-319-43671-5_37&partnerID=40&md5=619bca32a981890ba6bacee8dd91d42a,"It is increasing the number of people with reduced mobility as a result of neurological disease. This impairment requires adequate physical therapy plans to improve the quality of life. Serious games are able to give an important contribution in the field of physiotherapy, as they create a pleasant environment to lead patients to overcome the lack of motivation they may feel with the repetitive and boring exercises of traditional physical therapy. We have developed a serious game for physical therapy of patients with neurological diseases, based on image processing techniques, allowing monitoring some exercises. © 2017 Elsevier B.V., All rights reserved.",Image Processing; Motivation; Physiotherapy; Reduced Mobility; Serious Games; Automation; Disease Control; Motivation; Neurology; Patient Treatment; Physical Therapy; Process Control; Image Processing Technique; Neurological Disease; Number Of Peoples; Quality Of Life; Serious Games; Image Processing,Automation; Disease control; Motivation; Neurology; Patient treatment; Physical therapy; Process control; Image processing technique; Neurological disease; Number of peoples; Quality of life; Serious games; Image processing
"K.D.O., Andrade, Kleber De O.; T.B., Pasqual, Thales Bueno; G.A.d.P., Caurin, Glauco Augusto de Paula; M.K., Crocomo, Marcio Kassouf","Andrade, Kleber De O. (55183588800); Pasqual, Thales Bueno (57190839057); Caurin, Glauco Augusto de Paula (6602494854); Crocomo, Marcio Kassouf (55822756000)",55183588800; 57190839057; 6602494854; 55822756000,Dynamic difficulty adjustment with Evolutionary Algorithm in games for rehabilitation robotics,2016,,10.1109/SeGAH.2016.7586277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994763016&doi=10.1109%2FSeGAH.2016.7586277&partnerID=40&md5=0af792551b0b178fe2d8245b74a5d280,"This article explores game difficulty adjustment for serious game applications in rehabilitation robotics. In this context, a difficulty adjustment system is proposed that takes user performance as input and generates two different responses: a) a change in the distance the user should cover, and b) the velocity provided to the target. User performance is estimated from its ability to achieve the targets (game score) performing movements. The system interference in user displacement value and target speed where chosen to stimulate the user to achieve specific rehabilitation goals. The game difficulty adjustment has received small attention in the context of rehabilitation robotics interfaces. It is important to note that games developed for rehabilitation differ from commercial entertainment games due to severe limitations imposed to patients by pathologies like stroke, cerebral palsy and spinal cord injury. An Evolutionary Algorithm (AE) based optimization strategy was adopted to adjust game's difficulty. A meta-profile for user behavior was also developed allowing to create and simulate different virtual users and game experiences in computer. This user profile includes a reaction time (time delay), motion disturbance and a kinematical motion profile based on a polynomial function. Using the meta-profile, different user motion behavior can be generated for exhaustive test and optimization of the difficulty adjustment system. The approach allows the reduction of development time and also the reduction in the number of experiments with volunteers. The computer simulation test results are presented to demonstrate the capacity of the difficulty adjustment system to adapt the game characteristics to the users' abilities with different skills levels. © 2017 Elsevier B.V., All rights reserved.",Behavioral Research; Computer Games; Evolutionary Algorithms; Optimization; Robotics; Time Delay; Development Time; Displacement Value; Exhaustive Tests; Optimization Strategy; Polynomial Functions; Rehabilitation Robotics; Spinal Cord Injuries (sci); User Performance; Patient Rehabilitation,Behavioral research; Computer games; Evolutionary algorithms; Optimization; Robotics; Time delay; Development time; Displacement value; Exhaustive tests; Optimization strategy; Polynomial functions; Rehabilitation robotics; Spinal cord injuries (SCI); User performance; Patient rehabilitation
"W., Lee, Wanchen; M.C., Reyes-Fernandez, Miriam Cristina; R., Posada-Gómez, Rubén; U., Juárez-Martínez, Ulises; A., Martínez-Sibaja, Albino; G., Alor-Hernández, Giner","Lee, Wanchen (57190972677); Reyes-Fernandez, Miriam Cristina (56768029700); Posada-Gómez, Rubén (17435531500); Juárez-Martínez, Ulises (26428739500); Martínez-Sibaja, Albino (7404026723); Alor-Hernández, Giner (17433252100)",57190972677; 56768029700; 17435531500; 26428739500; 7404026723; 17433252100,Using health games for rehabilitation of patients with infantile cerebral palsy,2016,Journal of Physical Therapy Science,10.1589/jpts.28.2293,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984919680&doi=10.1589%2Fjpts.28.2293&partnerID=40&md5=62e9d88e2fe20c6e1b5b9c79c6f83fbe,"[Purpose] The purposes of this study were to evaluate whether the therapeutic games developed by the study team are significantly effective for upper limb rehabilitation of patients with cerebral palsy and to assess the development of the games and the evolution of patients throughout the therapy sessions. [Subjects and Methods] This study demonstrates the results of using therapeutic games in patients with infantile cerebral palsy. The therapies were performed in 30-minute sessions for about 1 to 4 months. This study shows the progress of five children with cerebral palsy during the sessions. The time it took the children on each road and the times required to complete a task were measured. In addition, the level of difficulty of the games was gradually increased at each session. [Results] Results have shown good progress on the accuracy of the movements and an increase in concentration level during the execution of the games, showing an improvement in the patients’ performance by 40–55% faster. [Conclusions] Health games encourage children to comply with therapy. The advantage of the game is that the patient can perform the therapy at home, which could help achieve further progress in patients. © 2016 Elsevier B.V., All rights reserved.",Computer Games; Infantile Cerebral Palsy; Rehabilitation Games,
"N.J., Preston, Nick J.; A.P.H., Weightman, Andrew Patrick Hayes; J.F., Gallagher, Justin F.; R.J., Holt, Raymond John; M., Clarke, Michael; M.A., Mon-Williams, Mark A.; M.C., Levesley, Martin C.; B.B., Bhakta, Bipinchandra B.","Preston, Nick J. (37073234600); Weightman, Andrew Patrick Hayes (7004346861); Gallagher, Justin F. (26767612200); Holt, Raymond John (24483579500); Clarke, Michael (59582475000); Mon-Williams, Mark A. (7006287402); Levesley, Martin C. (6701600753); Bhakta, Bipinchandra B. (7004228273)",37073234600; 7004346861; 26767612200; 24483579500; 59582475000; 7006287402; 6701600753; 7004228273,Feasibility of school-based computer-assisted robotic gaming technology for upper limb rehabilitation of children with cerebral palsy,2016,Disability and Rehabilitation: Assistive Technology,10.3109/17483107.2014.932020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961885167&doi=10.3109%2F17483107.2014.932020&partnerID=40&md5=2bbec84a50125277f90b0ce697cf608e,"Introduction: We investigated the feasibility of using computer-assisted arm rehabilitation (CAAR) computer games in schools. Outcomes were children's preference for single player or dual player mode, and changes in arm activity and kinematics. Method: Nine boys and two girls with cerebral palsy (6-12 years, mean 9 years) played assistive technology computer games in single-user mode or with school friends in an AB-BA design. Preference was determined by recording the time spent playing each mode and by qualitative feedback. We used the ABILHAND-kids and Canadian Occupational Performance Measure to evaluate activity limitation, and a portable laptop-based device to capture arm kinematics. Results: No difference was recorded between single-user and dual-user modes (median daily use 9.27 versus 11.2 min, p = 0.214). Children reported dual-user mode was preferable. There were no changes in activity limitation (ABILHAND-kids, p = 0.424; COPM, p = 0.484) but we found significant improvements in hand speed (p = 0.028), smoothness (p = 0.005) and accuracy (p = 0.007). Conclusion: School timetables prohibit extensive use of rehabilitation technology but there is potential for its short-term use to supplement a rehabilitation program. The restricted access to the rehabilitation games was sufficient to improve arm kinematics but not arm activity. © 2016 Elsevier B.V., All rights reserved.",Assistive Technology; Cerebral Palsy; Children; Computer Games; Robotics; Cerebral Palsy; Child; Computer Interface; Female; Human; Male; Robotics; Upper Limb; Video Game; Cerebral Palsy; Child; Female; Humans; Male; Robotics; Upper Extremity; User-computer Interface; Video Games,cerebral palsy; child; computer interface; female; human; male; robotics; upper limb; video game; Cerebral Palsy; Child; Female; Humans; Male; Robotics; Upper Extremity; User-Computer Interface; Video Games
"M.L., Martín-Ruiz, María Luisa; N., Máximo, N.; L., Luna-Oliva, Laura","Martín-Ruiz, María Luisa (55568956000); Máximo, N. (6508143953); Luna-Oliva, Laura (14519378000)",55568956000; 6508143953; 14519378000,A virtual environment to improve the detection of oral-facial malfunction in children with cerebral palsy,2016,Sensors,10.3390/s16040444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962279160&doi=10.3390%2Fs16040444&partnerID=40&md5=d6da09ad449a18beb6aedd9fc2feb7c2,"The importance of an early rehabilitation process in children with cerebral palsy (CP) is widely recognized. On the one hand, new and useful treatment tools such as rehabilitation systems based on interactive technologies have appeared for rehabilitation of gross motor movements. On the other hand, from the therapeutic point of view, performing rehabilitation exercises with the facial muscles can improve the swallowing process, the facial expression through the management of muscles in the face, and even the speech of children with cerebral palsy. However, it is difficult to find interactive games to improve the detection and evaluation of oral-facial musculature dysfunctions in children with CP. This paper describes a framework based on strategies developed for interactive serious games that is created both for typically developed children and children with disabilities. Four interactive games are the core of a Virtual Environment called SONRIE. This paper demonstrates the benefits of SONRIE to monitor children’s oral-facial difficulties. The next steps will focus on the validation of SONRIE to carry out the rehabilitation process of oral-facial musculature in children with cerebral palsy. © 2017 Elsevier B.V., All rights reserved.",Detection; Inclusive Education; Serious Games; Virtual Reality; Virtual Therapeutic Environment; Diseases; Error Detection; Face Recognition; Muscle; Virtual Reality; Children With Cerebral Palsies; Children With Disabilities; Inclusive Education; Interactive Technology; Rehabilitation Exercise; Rehabilitation System; Serious Games; Virtual Therapeutic Environment; Patient Rehabilitation; Cerebral Palsy; Child; Computer Interface; Face Muscle; Human; Kinesiotherapy; Meta Analysis; Pathophysiology; Physiology; Procedures; Speech; Telerehabilitation; Video Game; Cerebral Palsy; Child; Exercise Therapy; Facial Muscles; Humans; Speech; Telerehabilitation; User-computer Interface; Video Games,Diseases; Error detection; Face recognition; Muscle; Virtual reality; Children with cerebral palsies; Children with disabilities; Inclusive education; Interactive technology; Rehabilitation exercise; Rehabilitation System; Serious games; Virtual therapeutic environment; Patient rehabilitation; cerebral palsy; child; computer interface; face muscle; human; kinesiotherapy; meta analysis; pathophysiology; physiology; procedures; speech; telerehabilitation; video game; Cerebral Palsy; Child; Exercise Therapy; Facial Muscles; Humans; Speech; Telerehabilitation; User-Computer Interface; Video Games
"R., Scherer, Reinhold; A., Schwarz, Andreas; G.R., Müller-Putz, Gernot R.; V., Pammer-Schindler, Viktoria; M.L., García, Mariano Lloria","Scherer, Reinhold (7102003106); Schwarz, Andreas (56526175800); Müller-Putz, Gernot R. (9333504500); Pammer-Schindler, Viktoria (24767103600); García, Mariano Lloria (55922613400)",7102003106; 56526175800; 9333504500; 24767103600; 55922613400,Game-Based BCI Training: Interactive Design for Individuals with Cerebral Palsy,2016,,10.1109/SMC.2015.551,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964425456&doi=10.1109%2FSMC.2015.551&partnerID=40&md5=1d804ed6ff1e2a0354bd8560a79ba18e,"Mutual brain-machine co-Adaptation is the most common approach used to gain control over spontaneous electroencephalogram (EEG) based brain-computer interfaces (BCIs). Co-Adaptation means the concurrent or alternating use of machine learning and the brain's reinforcement learning mechanisms. Results from the literature, however, suggest that current implementations of this approach does not lead to desired results (""BCI inefficiency""). In this paper, we propose an alternative strategy that implements some recommendations from educational psychology and instructional design. We present a jigsaw puzzle game for Android devices developed to train the BCI skill in individuals with cerebral palsy (CP). Preliminary results of a supporting study in four CP users suggest high user acceptance. Three out of the four users achieved better than chance accuracy in arranging pieces to form the puzzle. © 2016 Elsevier B.V., All rights reserved.",Brain-computer Interface; Cerebral Palsy; Electroencephalogram; Game-based Learning; Human-computer Interaction; Artificial Intelligence; Brain; Computer Games; Cybernetics; Diseases; Electroencephalography; Human Computer Interaction; Interfaces (computer); Learning Systems; Personnel Training; Reinforcement Learning; Brain Computer Interfaces (bcis); Cerebral Palsy; Educational Psychology; Electro-encephalogram (eeg); Game-based Learning; Instructional Designs; Interactive Design; User Acceptance; Brain Computer Interface,Artificial intelligence; Brain; Computer games; Cybernetics; Diseases; Electroencephalography; Human computer interaction; Interfaces (computer); Learning systems; Personnel training; Reinforcement learning; Brain computer interfaces (BCIs); Cerebral palsy; Educational psychology; Electro-encephalogram (EEG); Game-based Learning; Instructional designs; Interactive design; User acceptance; Brain computer interface
"B., Bonnechère, Bruno; B., Jansen, Bart; L., Omelina, Luboš; S.L., Van Sint Jan, Serge L.","Bonnechère, Bruno (55755941900); Jansen, Bart (23389141000); Omelina, Luboš (24470264300); Van Sint Jan, Serge L. (6602848511)",55755941900; 23389141000; 24470264300; 6602848511,The use of commercial video games in rehabilitation: A systematic review,2016,International Journal of Rehabilitation Research,10.1097/MRR.0000000000000190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981214216&doi=10.1097%2FMRR.0000000000000190&partnerID=40&md5=0d360eff369c4dfe59abcc92ad3a249d,"The aim of this paper was to investigate the effect of commercial video games (VGs) in physical rehabilitation of motor functions. Several databases were screened (Medline, SAGE Journals Online, and ScienceDirect) using combinations of the following free-text terms: commercial games, video games, exergames, serious gaming, rehabilitation games, PlayStation, Nintendo, Wii, Wii Fit, Xbox, and Kinect. The search was limited to peer-reviewed English journals. The beginning of the search time frame was not restricted and the end of the search time frame was 31 December 2015. Only randomized controlled trial, cohort, and observational studies evaluating the effect of VGs on physical rehabilitation were included in the review. A total of 4728 abstracts were screened, 275 were fully reviewed, and 126 papers were eventually included. The following information was extracted from the selected studies: device type, number and type of patients, intervention, and main outcomes. The integration of VGs into physical rehabilitation has been tested for various pathological conditions, including stroke, cerebral palsy, Parkinson's disease, balance training, weight loss, and aging. There was large variability in the protocols used (e.g. number of sessions, intervention duration, outcome measures, and sample size). The results of this review show that in most cases, the introduction of VG training in physical rehabilitation offered similar results as conventional therapy. Therefore, VGs could be added as an adjunct treatment in rehabilitation for various pathologies to stimulate patient motivation. VGs could also be used at home to maintain rehabilitation benefits. © 2016 Elsevier B.V., All rights reserved.",Keywords: Exercises; Motivation; New Technology; Rehabilitation; Human Computer Interaction; Interactive Computer Graphics; Patient Treatment; Balance Training; Commercial Video; Observational Study; Outcome Measures; Pathological Conditions; Physical Rehabilitation; Randomized Controlled Trial; Systematic Review; Patient Rehabilitation; Body Equilibrium; Cerebral Palsy; Cohort Analysis; Female; Human; Multimodality Cancer Therapy; Observational Study; Outcome Assessment; Parkinson Disease; Physiotherapy; Procedures; Psychomotor Disorders; Randomized Controlled Trial (topic); Stroke Rehabilitation; Video Game; Cerebral Palsy; Cohort Studies; Combined Modality Therapy; Female; Humans; Observational Studies As Topic; Outcome Assessment (health Care); Parkinson Disease; Physical Therapy Modalities; Postural Balance; Randomized Controlled Trials As Topic; Stroke Rehabilitation; Video Games,Human computer interaction; Interactive computer graphics; Patient treatment; Balance training; Commercial video; Observational study; Outcome measures; Pathological conditions; Physical rehabilitation; Randomized controlled trial; Systematic Review; Patient rehabilitation; body equilibrium; cerebral palsy; cohort analysis; female; human; multimodality cancer therapy; observational study; outcome assessment; Parkinson disease; physiotherapy; procedures; Psychomotor Disorders; randomized controlled trial (topic); stroke rehabilitation; video game; Cerebral Palsy; Cohort Studies; Combined Modality Therapy; Female; Humans; Observational Studies as Topic; Outcome Assessment (Health Care); Parkinson Disease; Physical Therapy Modalities; Postural Balance; Randomized Controlled Trials as Topic; Stroke Rehabilitation; Video Games
"M.A., Velasco, Miguel A.; R., Raya, Rafael; L., Muzzioli, Luca; D., Morelli, Daniela; M., Iosa, Marco; F., Cincotti, Febo; E., Rocon, Eduardo","Velasco, Miguel A. (55948995900); Raya, Rafael (24469131700); Muzzioli, Luca (15045260400); Morelli, Daniela (7005579963); Iosa, Marco (6507550201); Cincotti, Febo (7003991802); Rocon, Eduardo (57194829160)",55948995900; 24469131700; 15045260400; 7005579963; 6507550201; 7003991802; 57194829160,Evaluation of cervical posture improvement of children with cerebral palsy after physical therapy with a HCI based on head movements and serious videogames,2016,Lecture Notes in Computer Science,10.1007/978-3-319-31744-1_44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973924420&doi=10.1007%2F978-3-319-31744-1_44&partnerID=40&md5=9be209f6b9484d293b6a2ab2e2d41b24,"This paper presents the preliminary results of a novel rehabilitation therapy for cervical and trunk control of children with cerebral palsy (CP). The therapy is based on the use of an inertial sensor that will be used to control a set of serious videogames with movements of the head. Ten users with CP participated in the study, in the experimental and control groups. Ten sessions of therapy provided improvements in head and trunk control that were higher in the experimental group for Visual Analogue Scale (VAS), Goal Attainment Scaling (GAS) and Trunk Control Measurement Scale (TCMS). Significant differences (27% vs. 2% of percentage improvement) were found between the experimental and control groups for TCMS (p < 0.05). The kinematic assessment shows that there are some improvements in active and passive range of motion, but no significant differences were found pre-and after-therapy. This new strategy, together with traditional rehabilitation therapies, could allow the child to reach maximum levels of function in the trunk and cervical regions. © 2017 Elsevier B.V., All rights reserved.",Cerebral Palsy; Cervical Posture; Inertial Sensor; Serious Games; Bioinformatics; Biomedical Engineering; Diseases; Inertial Navigation Systems; Cerebral Palsy; Cervical Posture; Children With Cerebral Palsies; Goal Attainment Scaling; Inertial Sensor; Rehabilitation Therapy; Serious Games; Visual Analogue Scale; Patient Rehabilitation,Bioinformatics; Biomedical engineering; Diseases; Inertial navigation systems; Cerebral palsy; Cervical posture; Children with cerebral palsies; Goal attainment scaling; Inertial sensor; Rehabilitation therapy; Serious games; Visual analogue scale; Patient rehabilitation
"B., Bonnechère, Bruno; J., Bart, Jansen; O., Lubos, Omelina; D., Florent, Diaz; S., Victor, Sholukha; V.S.J., Serge, Van Sint Jan","Bonnechère, Bruno (55755941900); Bart, Jansen (57193540094); Lubos, Omelina (57193538699); Florent, Diaz (57193538986); Victor, Sholukha (57193540780); Serge, Van Sint Jan (57193529891)",55755941900; 57193540094; 57193538699; 57193538986; 57193540780; 57193529891,Clinical evolution or familiarization?: Time analysis of serious games exercises to assess the learning effect,2015,"International Conference on Virtual Rehabilitation, ICVR",10.1109/ICVR.2015.7358603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014628291&doi=10.1109%2FICVR.2015.7358603&partnerID=40&md5=eafc8d567b1fe46848b9da509058e1ea,"Thanks to the evolution of game controllers (mainly the Kinect™ sensor and the Balance Board™), video games are becoming more and more popular in physical rehabilitation. Indeed the integration of serious games in rehabilitation has been tested for various pathologies (e.g. brain stroke, cerebral palsy, Parkinson's disease... ). Parallel to this clinical research, a lot of studies have been done in order to validate the use of these game controllers for simple biomechanical evaluation. Currently, it is thus possible to record the motions performed by the patients during serious gaming exercises for later analysis. Therefore, data collected during the exercises could be used for monitoring the evolution of the patients during long term rehabilitation. Before using the parameters extracted from the games to assess patients' evolution two important aspects must be verified: the reproducibility of measurement and a possible effect of learning of the task to be performed. To evaluate these parameters two specially developed games for physical rehabilitation were used. Ten healthy adults played 9 sessions of games over a 3 weeks period. Different parameters were extracted from the games: time, range of motion, reaching area... ANOVA and ICC were processed to evaluate reproducibility of measurement. The majority of the learning effect occurred during the very first session. Therefore, in order to allow regular monitoring the results of this first session should not be included in the follow-up of the patient. © 2017 Elsevier B.V., All rights reserved.",Assessement; Biomechanical Analysis; New Technology; Serious Games; Biomechanics; Brain; Human Computer Interaction; Parameter Estimation; Patient Rehabilitation; Virtual Reality; Assessement; Biomechanical Analysis; Biomechanical Evaluation; Clinical Evolutions; Clinical Research; Parkinson's Disease; Physical Rehabilitation; Reproducibilities; Serious Games,Biomechanics; Brain; Human computer interaction; Parameter estimation; Patient rehabilitation; Virtual reality; Assessement; Biomechanical analysis; Biomechanical evaluation; Clinical evolutions; Clinical research; Parkinson's disease; Physical rehabilitation; Reproducibilities; Serious games
"A.I.R., Kottink, Anke Ida Roza; L.S., van Velsen, Lex S.; J., Wagenaar, J.; J.H.(., Buurke, Jaap H.(Jaap)","Kottink, Anke Ida Roza (6507069847); van Velsen, Lex S. (24768268100); Wagenaar, J. (57193527708); Buurke, Jaap H.(Jaap) (26326698400)",6507069847; 24768268100; 57193527708; 26326698400,Assessing the gaming experience of a serious exergame for balance problems: Results of a preliminary study,2015,"International Conference on Virtual Rehabilitation, ICVR",10.1109/ICVR.2015.7358614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014589626&doi=10.1109%2FICVR.2015.7358614&partnerID=40&md5=40164e4dbad84d5d19c8c0911a845088,"A pilot feasibility study was performed in two Dutch rehabilitation centers to compare the game experience of a first prototype of a self-developed serious exergame for balance problems to a commercially available balance game. The target group consisted of individuals with Cerebral Palsy, Acquired Brain Injury, and healthy ones. Only the healthy population showed a significant difference in game experience, in favor of the commercial game. These preliminary findings indicate that this first prototype needs some further technical improvements. © 2017 Elsevier B.V., All rights reserved.",Acquired Brain Injury; Balance Rehabilitation; Cerebral Palsy; Serious Games; Virtual Reality; Brain; Computer Games; Diseases; Patient Rehabilitation; Virtual Reality; Acquired Brain Injuries; Balance Rehabilitations; Cerebral Palsy; Feasibility Studies; Game Experience; Gaming Experiences; Healthy Population; Technical Improvement; Serious Games,Brain; Computer games; Diseases; Patient rehabilitation; Virtual reality; Acquired brain injuries; Balance rehabilitations; Cerebral palsy; Feasibility studies; Game experience; Gaming experiences; Healthy population; Technical improvement; Serious games
"R.O., Heidrich, Regina O.; M.A.A., Branco, Marsal A.A.; J.B., Mossmann, João Batista; Â.R., Schuh, Ânderson R.; E., Jensen, Emely","Heidrich, Regina O. (55189336400); Branco, Marsal A.A. (56186011100); Mossmann, João Batista (55259969100); Schuh, Ânderson R. (56938104100); Jensen, Emely (56937824500)",55189336400; 56186011100; 55259969100; 56938104100; 56937824500,Development of BCI based softwares to assist people with mobility limitations in the school inclusion process,2015,,10.1145/2700648.2811388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962758766&doi=10.1145%2F2700648.2811388&partnerID=40&md5=dcdb6ac5874088614915dfc1daa90d68,"Inclusive Education has been the agenda at all levels and modalities of the education system, which discusses how the school will face the diversity and teach students who have disabilities. According to the 2010 Census, in Brazil, people with physical disabilities account for almost 7% of the population. This project aims to design Digital Learning Constructs (DLC) as an inclusive education model implemented by use of Brain Computer Interface (BCI). Thus, it is intended to assist people with mobility limitations in the process of school inclusion. A DLC is any entity or device devised or built in a multidisciplinary way in the form of an educational game, helping players to build or redesign their knowledge. It has as features, dual nature, as an object of learning and also a game, working procedurally the contributions of each area without any subordination between them. Thus, via BCI, the user will not use mouse, but a specific low cost hardware, which will command the computer via brain waves. Future studies with the user will be conducted through a qualitative, quantitative and ergonomic design approach. The study subjects are people with motor and communication problems, of the municipal education network. The importance of studies linked to the autonomy of these subjects is due to the fact that many do not have freedom of movement, because of motor impairments. The aim of this project is to open paths for people with motor impairments and degenerative diseases, so they can use the computer in the classroom context. © 2016 Elsevier B.V., All rights reserved.",Brain Computer Interface; Cerebral Palsy; Game; Inclusion; Brain; Computer Games; Computer Hardware; Education; Education Computing; Ergonomics; Inclusions; Interfaces (computer); Teaching; Transportation; Cerebral Palsy; Communication Problems; Degenerative Disease; Education Networks; Freedom Of Movement; Game; Inclusive Education; Physical Disability; Brain Computer Interface,Brain; Computer games; Computer hardware; Education; Education computing; Ergonomics; Inclusions; Interfaces (computer); Teaching; Transportation; Cerebral palsy; Communication problems; Degenerative disease; Education networks; Freedom of movement; Game; Inclusive education; Physical disability; Brain computer interface
